"seed","arm","repeat_id","fold","sample_id"
20260622,"leaky",3,1,"GSM615110"
20260622,"leaky",3,1,"GSM615112"
20260622,"leaky",3,1,"GSM615115"
20260622,"leaky",3,1,"GSM615117"
20260622,"leaky",3,1,"GSM615128"
20260622,"leaky",3,1,"GSM615141"
20260622,"leaky",3,1,"GSM615144"
20260622,"leaky",3,1,"GSM615149"
20260622,"leaky",3,1,"GSM615150"
20260622,"leaky",3,1,"GSM615155"
20260622,"leaky",3,1,"GSM615170"
20260622,"leaky",3,1,"GSM615174"
20260622,"leaky",3,1,"GSM615175"
20260622,"leaky",3,1,"GSM615179"
20260622,"leaky",3,1,"GSM615194"
20260622,"leaky",3,1,"GSM615195"
20260622,"leaky",3,1,"GSM615199"
20260622,"leaky",3,1,"GSM615204"
20260622,"leaky",3,1,"GSM615205"
20260622,"leaky",3,1,"GSM615213"
20260622,"leaky",3,1,"GSM615217"
20260622,"leaky",3,1,"GSM615227"
20260622,"leaky",3,1,"GSM615230"
20260622,"leaky",3,1,"GSM615235"
20260622,"leaky",3,1,"GSM615244"
20260622,"leaky",3,1,"GSM615248"
20260622,"leaky",3,1,"GSM615252"
20260622,"leaky",3,1,"GSM615254"
20260622,"leaky",3,1,"GSM615255"
20260622,"leaky",3,1,"GSM615260"
20260622,"leaky",3,1,"GSM615261"
20260622,"leaky",3,1,"GSM615269"
20260622,"leaky",3,1,"GSM615270"
20260622,"leaky",3,1,"GSM615273"
20260622,"leaky",3,1,"GSM615275"
20260622,"leaky",3,1,"GSM615281"
20260622,"leaky",3,1,"GSM615282"
20260622,"leaky",3,1,"GSM615283"
20260622,"leaky",3,1,"GSM615284"
20260622,"leaky",3,1,"GSM615287"
20260622,"leaky",3,1,"GSM615288"
20260622,"leaky",3,1,"GSM615302"
20260622,"leaky",3,1,"GSM615309"
20260622,"leaky",3,1,"GSM615310"
20260622,"leaky",3,1,"GSM615325"
20260622,"leaky",3,1,"GSM615330"
20260622,"leaky",3,1,"GSM615332"
20260622,"leaky",3,1,"GSM615335"
20260622,"leaky",3,1,"GSM615337"
20260622,"leaky",3,1,"GSM615338"
20260622,"leaky",3,1,"GSM615354"
20260622,"leaky",3,1,"GSM615358"
20260622,"leaky",3,1,"GSM615369"
20260622,"leaky",3,1,"GSM615371"
20260622,"leaky",3,1,"GSM615378"
20260622,"leaky",3,1,"GSM615385"
20260622,"leaky",3,1,"GSM615389"
20260622,"leaky",3,1,"GSM615390"
20260622,"leaky",3,1,"GSM615396"
20260622,"leaky",3,1,"GSM615400"
20260622,"leaky",3,2,"GSM615096"
20260622,"leaky",3,2,"GSM615099"
20260622,"leaky",3,2,"GSM615101"
20260622,"leaky",3,2,"GSM615104"
20260622,"leaky",3,2,"GSM615114"
20260622,"leaky",3,2,"GSM615125"
20260622,"leaky",3,2,"GSM615127"
20260622,"leaky",3,2,"GSM615134"
20260622,"leaky",3,2,"GSM615138"
20260622,"leaky",3,2,"GSM615140"
20260622,"leaky",3,2,"GSM615147"
20260622,"leaky",3,2,"GSM615148"
20260622,"leaky",3,2,"GSM615151"
20260622,"leaky",3,2,"GSM615153"
20260622,"leaky",3,2,"GSM615161"
20260622,"leaky",3,2,"GSM615168"
20260622,"leaky",3,2,"GSM615171"
20260622,"leaky",3,2,"GSM615183"
20260622,"leaky",3,2,"GSM615189"
20260622,"leaky",3,2,"GSM615201"
20260622,"leaky",3,2,"GSM615208"
20260622,"leaky",3,2,"GSM615210"
20260622,"leaky",3,2,"GSM615220"
20260622,"leaky",3,2,"GSM615223"
20260622,"leaky",3,2,"GSM615224"
20260622,"leaky",3,2,"GSM615226"
20260622,"leaky",3,2,"GSM615231"
20260622,"leaky",3,2,"GSM615232"
20260622,"leaky",3,2,"GSM615239"
20260622,"leaky",3,2,"GSM615243"
20260622,"leaky",3,2,"GSM615246"
20260622,"leaky",3,2,"GSM615257"
20260622,"leaky",3,2,"GSM615259"
20260622,"leaky",3,2,"GSM615262"
20260622,"leaky",3,2,"GSM615264"
20260622,"leaky",3,2,"GSM615267"
20260622,"leaky",3,2,"GSM615293"
20260622,"leaky",3,2,"GSM615295"
20260622,"leaky",3,2,"GSM615296"
20260622,"leaky",3,2,"GSM615297"
20260622,"leaky",3,2,"GSM615298"
20260622,"leaky",3,2,"GSM615311"
20260622,"leaky",3,2,"GSM615318"
20260622,"leaky",3,2,"GSM615327"
20260622,"leaky",3,2,"GSM615333"
20260622,"leaky",3,2,"GSM615336"
20260622,"leaky",3,2,"GSM615340"
20260622,"leaky",3,2,"GSM615343"
20260622,"leaky",3,2,"GSM615346"
20260622,"leaky",3,2,"GSM615347"
20260622,"leaky",3,2,"GSM615348"
20260622,"leaky",3,2,"GSM615353"
20260622,"leaky",3,2,"GSM615355"
20260622,"leaky",3,2,"GSM615356"
20260622,"leaky",3,2,"GSM615374"
20260622,"leaky",3,2,"GSM615377"
20260622,"leaky",3,2,"GSM615383"
20260622,"leaky",3,2,"GSM615386"
20260622,"leaky",3,2,"GSM615393"
20260622,"leaky",3,2,"GSM615394"
20260622,"leaky",3,2,"GSM615397"
20260622,"leaky",3,2,"GSM615399"
20260622,"leaky",3,3,"GSM615100"
20260622,"leaky",3,3,"GSM615102"
20260622,"leaky",3,3,"GSM615103"
20260622,"leaky",3,3,"GSM615106"
20260622,"leaky",3,3,"GSM615111"
20260622,"leaky",3,3,"GSM615123"
20260622,"leaky",3,3,"GSM615126"
20260622,"leaky",3,3,"GSM615129"
20260622,"leaky",3,3,"GSM615130"
20260622,"leaky",3,3,"GSM615131"
20260622,"leaky",3,3,"GSM615132"
20260622,"leaky",3,3,"GSM615145"
20260622,"leaky",3,3,"GSM615154"
20260622,"leaky",3,3,"GSM615165"
20260622,"leaky",3,3,"GSM615172"
20260622,"leaky",3,3,"GSM615178"
20260622,"leaky",3,3,"GSM615184"
20260622,"leaky",3,3,"GSM615186"
20260622,"leaky",3,3,"GSM615190"
20260622,"leaky",3,3,"GSM615193"
20260622,"leaky",3,3,"GSM615198"
20260622,"leaky",3,3,"GSM615200"
20260622,"leaky",3,3,"GSM615207"
20260622,"leaky",3,3,"GSM615211"
20260622,"leaky",3,3,"GSM615221"
20260622,"leaky",3,3,"GSM615222"
20260622,"leaky",3,3,"GSM615228"
20260622,"leaky",3,3,"GSM615229"
20260622,"leaky",3,3,"GSM615233"
20260622,"leaky",3,3,"GSM615240"
20260622,"leaky",3,3,"GSM615242"
20260622,"leaky",3,3,"GSM615245"
20260622,"leaky",3,3,"GSM615250"
20260622,"leaky",3,3,"GSM615265"
20260622,"leaky",3,3,"GSM615268"
20260622,"leaky",3,3,"GSM615271"
20260622,"leaky",3,3,"GSM615277"
20260622,"leaky",3,3,"GSM615278"
20260622,"leaky",3,3,"GSM615286"
20260622,"leaky",3,3,"GSM615289"
20260622,"leaky",3,3,"GSM615292"
20260622,"leaky",3,3,"GSM615300"
20260622,"leaky",3,3,"GSM615306"
20260622,"leaky",3,3,"GSM615307"
20260622,"leaky",3,3,"GSM615319"
20260622,"leaky",3,3,"GSM615321"
20260622,"leaky",3,3,"GSM615342"
20260622,"leaky",3,3,"GSM615349"
20260622,"leaky",3,3,"GSM615360"
20260622,"leaky",3,3,"GSM615361"
20260622,"leaky",3,3,"GSM615367"
20260622,"leaky",3,3,"GSM615368"
20260622,"leaky",3,3,"GSM615370"
20260622,"leaky",3,3,"GSM615373"
20260622,"leaky",3,3,"GSM615375"
20260622,"leaky",3,3,"GSM615379"
20260622,"leaky",3,3,"GSM615382"
20260622,"leaky",3,3,"GSM615387"
20260622,"leaky",3,3,"GSM615395"
20260622,"leaky",3,3,"GSM615398"
20260622,"leaky",3,3,"GSM615405"
20260622,"leaky",3,4,"GSM615107"
20260622,"leaky",3,4,"GSM615108"
20260622,"leaky",3,4,"GSM615121"
20260622,"leaky",3,4,"GSM615122"
20260622,"leaky",3,4,"GSM615133"
20260622,"leaky",3,4,"GSM615136"
20260622,"leaky",3,4,"GSM615143"
20260622,"leaky",3,4,"GSM615152"
20260622,"leaky",3,4,"GSM615157"
20260622,"leaky",3,4,"GSM615162"
20260622,"leaky",3,4,"GSM615164"
20260622,"leaky",3,4,"GSM615167"
20260622,"leaky",3,4,"GSM615173"
20260622,"leaky",3,4,"GSM615176"
20260622,"leaky",3,4,"GSM615177"
20260622,"leaky",3,4,"GSM615188"
20260622,"leaky",3,4,"GSM615191"
20260622,"leaky",3,4,"GSM615192"
20260622,"leaky",3,4,"GSM615196"
20260622,"leaky",3,4,"GSM615203"
20260622,"leaky",3,4,"GSM615209"
20260622,"leaky",3,4,"GSM615214"
20260622,"leaky",3,4,"GSM615216"
20260622,"leaky",3,4,"GSM615219"
20260622,"leaky",3,4,"GSM615225"
20260622,"leaky",3,4,"GSM615234"
20260622,"leaky",3,4,"GSM615238"
20260622,"leaky",3,4,"GSM615241"
20260622,"leaky",3,4,"GSM615251"
20260622,"leaky",3,4,"GSM615253"
20260622,"leaky",3,4,"GSM615263"
20260622,"leaky",3,4,"GSM615272"
20260622,"leaky",3,4,"GSM615276"
20260622,"leaky",3,4,"GSM615280"
20260622,"leaky",3,4,"GSM615290"
20260622,"leaky",3,4,"GSM615294"
20260622,"leaky",3,4,"GSM615299"
20260622,"leaky",3,4,"GSM615301"
20260622,"leaky",3,4,"GSM615303"
20260622,"leaky",3,4,"GSM615304"
20260622,"leaky",3,4,"GSM615308"
20260622,"leaky",3,4,"GSM615312"
20260622,"leaky",3,4,"GSM615313"
20260622,"leaky",3,4,"GSM615315"
20260622,"leaky",3,4,"GSM615316"
20260622,"leaky",3,4,"GSM615317"
20260622,"leaky",3,4,"GSM615322"
20260622,"leaky",3,4,"GSM615323"
20260622,"leaky",3,4,"GSM615324"
20260622,"leaky",3,4,"GSM615326"
20260622,"leaky",3,4,"GSM615329"
20260622,"leaky",3,4,"GSM615334"
20260622,"leaky",3,4,"GSM615341"
20260622,"leaky",3,4,"GSM615344"
20260622,"leaky",3,4,"GSM615350"
20260622,"leaky",3,4,"GSM615351"
20260622,"leaky",3,4,"GSM615357"
20260622,"leaky",3,4,"GSM615365"
20260622,"leaky",3,4,"GSM615376"
20260622,"leaky",3,4,"GSM615392"
20260622,"leaky",3,4,"GSM615404"
20260622,"leaky",3,5,"GSM615097"
20260622,"leaky",3,5,"GSM615109"
20260622,"leaky",3,5,"GSM615113"
20260622,"leaky",3,5,"GSM615116"
20260622,"leaky",3,5,"GSM615120"
20260622,"leaky",3,5,"GSM615124"
20260622,"leaky",3,5,"GSM615135"
20260622,"leaky",3,5,"GSM615137"
20260622,"leaky",3,5,"GSM615139"
20260622,"leaky",3,5,"GSM615142"
20260622,"leaky",3,5,"GSM615146"
20260622,"leaky",3,5,"GSM615156"
20260622,"leaky",3,5,"GSM615158"
20260622,"leaky",3,5,"GSM615159"
20260622,"leaky",3,5,"GSM615160"
20260622,"leaky",3,5,"GSM615166"
20260622,"leaky",3,5,"GSM615169"
20260622,"leaky",3,5,"GSM615180"
20260622,"leaky",3,5,"GSM615181"
20260622,"leaky",3,5,"GSM615182"
20260622,"leaky",3,5,"GSM615185"
20260622,"leaky",3,5,"GSM615187"
20260622,"leaky",3,5,"GSM615197"
20260622,"leaky",3,5,"GSM615202"
20260622,"leaky",3,5,"GSM615206"
20260622,"leaky",3,5,"GSM615212"
20260622,"leaky",3,5,"GSM615215"
20260622,"leaky",3,5,"GSM615218"
20260622,"leaky",3,5,"GSM615236"
20260622,"leaky",3,5,"GSM615237"
20260622,"leaky",3,5,"GSM615247"
20260622,"leaky",3,5,"GSM615249"
20260622,"leaky",3,5,"GSM615256"
20260622,"leaky",3,5,"GSM615258"
20260622,"leaky",3,5,"GSM615266"
20260622,"leaky",3,5,"GSM615274"
20260622,"leaky",3,5,"GSM615279"
20260622,"leaky",3,5,"GSM615285"
20260622,"leaky",3,5,"GSM615291"
20260622,"leaky",3,5,"GSM615305"
20260622,"leaky",3,5,"GSM615314"
20260622,"leaky",3,5,"GSM615320"
20260622,"leaky",3,5,"GSM615328"
20260622,"leaky",3,5,"GSM615331"
20260622,"leaky",3,5,"GSM615339"
20260622,"leaky",3,5,"GSM615345"
20260622,"leaky",3,5,"GSM615352"
20260622,"leaky",3,5,"GSM615359"
20260622,"leaky",3,5,"GSM615362"
20260622,"leaky",3,5,"GSM615363"
20260622,"leaky",3,5,"GSM615364"
20260622,"leaky",3,5,"GSM615366"
20260622,"leaky",3,5,"GSM615372"
20260622,"leaky",3,5,"GSM615380"
20260622,"leaky",3,5,"GSM615381"
20260622,"leaky",3,5,"GSM615384"
20260622,"leaky",3,5,"GSM615388"
20260622,"leaky",3,5,"GSM615391"
20260622,"leaky",3,5,"GSM615401"
20260622,"leaky",3,5,"GSM615402"
20260622,"leaky",3,5,"GSM615403"
20260622,"leaky",4,1,"GSM615098"
20260622,"leaky",4,1,"GSM615101"
20260622,"leaky",4,1,"GSM615102"
20260622,"leaky",4,1,"GSM615104"
20260622,"leaky",4,1,"GSM615114"
20260622,"leaky",4,1,"GSM615121"
20260622,"leaky",4,1,"GSM615122"
20260622,"leaky",4,1,"GSM615129"
20260622,"leaky",4,1,"GSM615130"
20260622,"leaky",4,1,"GSM615136"
20260622,"leaky",4,1,"GSM615137"
20260622,"leaky",4,1,"GSM615145"
20260622,"leaky",4,1,"GSM615149"
20260622,"leaky",4,1,"GSM615161"
20260622,"leaky",4,1,"GSM615164"
20260622,"leaky",4,1,"GSM615165"
20260622,"leaky",4,1,"GSM615175"
20260622,"leaky",4,1,"GSM615177"
20260622,"leaky",4,1,"GSM615184"
20260622,"leaky",4,1,"GSM615191"
20260622,"leaky",4,1,"GSM615193"
20260622,"leaky",4,1,"GSM615198"
20260622,"leaky",4,1,"GSM615199"
20260622,"leaky",4,1,"GSM615207"
20260622,"leaky",4,1,"GSM615216"
20260622,"leaky",4,1,"GSM615222"
20260622,"leaky",4,1,"GSM615229"
20260622,"leaky",4,1,"GSM615238"
20260622,"leaky",4,1,"GSM615243"
20260622,"leaky",4,1,"GSM615255"
20260622,"leaky",4,1,"GSM615261"
20260622,"leaky",4,1,"GSM615266"
20260622,"leaky",4,1,"GSM615282"
20260622,"leaky",4,1,"GSM615287"
20260622,"leaky",4,1,"GSM615292"
20260622,"leaky",4,1,"GSM615295"
20260622,"leaky",4,1,"GSM615299"
20260622,"leaky",4,1,"GSM615300"
20260622,"leaky",4,1,"GSM615301"
20260622,"leaky",4,1,"GSM615303"
20260622,"leaky",4,1,"GSM615304"
20260622,"leaky",4,1,"GSM615308"
20260622,"leaky",4,1,"GSM615310"
20260622,"leaky",4,1,"GSM615321"
20260622,"leaky",4,1,"GSM615323"
20260622,"leaky",4,1,"GSM615325"
20260622,"leaky",4,1,"GSM615330"
20260622,"leaky",4,1,"GSM615336"
20260622,"leaky",4,1,"GSM615348"
20260622,"leaky",4,1,"GSM615364"
20260622,"leaky",4,1,"GSM615367"
20260622,"leaky",4,1,"GSM615372"
20260622,"leaky",4,1,"GSM615373"
20260622,"leaky",4,1,"GSM615378"
20260622,"leaky",4,1,"GSM615387"
20260622,"leaky",4,1,"GSM615390"
20260622,"leaky",4,1,"GSM615392"
20260622,"leaky",4,1,"GSM615396"
20260622,"leaky",4,1,"GSM615401"
20260622,"leaky",4,1,"GSM615402"
20260622,"leaky",4,2,"GSM615096"
20260622,"leaky",4,2,"GSM615099"
20260622,"leaky",4,2,"GSM615133"
20260622,"leaky",4,2,"GSM615135"
20260622,"leaky",4,2,"GSM615140"
20260622,"leaky",4,2,"GSM615141"
20260622,"leaky",4,2,"GSM615142"
20260622,"leaky",4,2,"GSM615148"
20260622,"leaky",4,2,"GSM615155"
20260622,"leaky",4,2,"GSM615167"
20260622,"leaky",4,2,"GSM615170"
20260622,"leaky",4,2,"GSM615176"
20260622,"leaky",4,2,"GSM615182"
20260622,"leaky",4,2,"GSM615186"
20260622,"leaky",4,2,"GSM615187"
20260622,"leaky",4,2,"GSM615188"
20260622,"leaky",4,2,"GSM615190"
20260622,"leaky",4,2,"GSM615201"
20260622,"leaky",4,2,"GSM615205"
20260622,"leaky",4,2,"GSM615210"
20260622,"leaky",4,2,"GSM615214"
20260622,"leaky",4,2,"GSM615215"
20260622,"leaky",4,2,"GSM615221"
20260622,"leaky",4,2,"GSM615224"
20260622,"leaky",4,2,"GSM615227"
20260622,"leaky",4,2,"GSM615233"
20260622,"leaky",4,2,"GSM615235"
20260622,"leaky",4,2,"GSM615236"
20260622,"leaky",4,2,"GSM615246"
20260622,"leaky",4,2,"GSM615258"
20260622,"leaky",4,2,"GSM615260"
20260622,"leaky",4,2,"GSM615265"
20260622,"leaky",4,2,"GSM615270"
20260622,"leaky",4,2,"GSM615272"
20260622,"leaky",4,2,"GSM615278"
20260622,"leaky",4,2,"GSM615279"
20260622,"leaky",4,2,"GSM615289"
20260622,"leaky",4,2,"GSM615291"
20260622,"leaky",4,2,"GSM615296"
20260622,"leaky",4,2,"GSM615302"
20260622,"leaky",4,2,"GSM615305"
20260622,"leaky",4,2,"GSM615306"
20260622,"leaky",4,2,"GSM615314"
20260622,"leaky",4,2,"GSM615320"
20260622,"leaky",4,2,"GSM615332"
20260622,"leaky",4,2,"GSM615339"
20260622,"leaky",4,2,"GSM615341"
20260622,"leaky",4,2,"GSM615347"
20260622,"leaky",4,2,"GSM615349"
20260622,"leaky",4,2,"GSM615353"
20260622,"leaky",4,2,"GSM615354"
20260622,"leaky",4,2,"GSM615358"
20260622,"leaky",4,2,"GSM615366"
20260622,"leaky",4,2,"GSM615369"
20260622,"leaky",4,2,"GSM615371"
20260622,"leaky",4,2,"GSM615377"
20260622,"leaky",4,2,"GSM615382"
20260622,"leaky",4,2,"GSM615383"
20260622,"leaky",4,2,"GSM615389"
20260622,"leaky",4,2,"GSM615391"
20260622,"leaky",4,2,"GSM615400"
20260622,"leaky",4,2,"GSM615403"
20260622,"leaky",4,3,"GSM615107"
20260622,"leaky",4,3,"GSM615108"
20260622,"leaky",4,3,"GSM615109"
20260622,"leaky",4,3,"GSM615111"
20260622,"leaky",4,3,"GSM615123"
20260622,"leaky",4,3,"GSM615126"
20260622,"leaky",4,3,"GSM615127"
20260622,"leaky",4,3,"GSM615131"
20260622,"leaky",4,3,"GSM615151"
20260622,"leaky",4,3,"GSM615153"
20260622,"leaky",4,3,"GSM615158"
20260622,"leaky",4,3,"GSM615166"
20260622,"leaky",4,3,"GSM615168"
20260622,"leaky",4,3,"GSM615169"
20260622,"leaky",4,3,"GSM615173"
20260622,"leaky",4,3,"GSM615189"
20260622,"leaky",4,3,"GSM615192"
20260622,"leaky",4,3,"GSM615196"
20260622,"leaky",4,3,"GSM615202"
20260622,"leaky",4,3,"GSM615203"
20260622,"leaky",4,3,"GSM615213"
20260622,"leaky",4,3,"GSM615225"
20260622,"leaky",4,3,"GSM615226"
20260622,"leaky",4,3,"GSM615234"
20260622,"leaky",4,3,"GSM615241"
20260622,"leaky",4,3,"GSM615244"
20260622,"leaky",4,3,"GSM615247"
20260622,"leaky",4,3,"GSM615248"
20260622,"leaky",4,3,"GSM615251"
20260622,"leaky",4,3,"GSM615252"
20260622,"leaky",4,3,"GSM615267"
20260622,"leaky",4,3,"GSM615280"
20260622,"leaky",4,3,"GSM615285"
20260622,"leaky",4,3,"GSM615286"
20260622,"leaky",4,3,"GSM615293"
20260622,"leaky",4,3,"GSM615294"
20260622,"leaky",4,3,"GSM615307"
20260622,"leaky",4,3,"GSM615309"
20260622,"leaky",4,3,"GSM615313"
20260622,"leaky",4,3,"GSM615319"
20260622,"leaky",4,3,"GSM615322"
20260622,"leaky",4,3,"GSM615326"
20260622,"leaky",4,3,"GSM615329"
20260622,"leaky",4,3,"GSM615333"
20260622,"leaky",4,3,"GSM615334"
20260622,"leaky",4,3,"GSM615338"
20260622,"leaky",4,3,"GSM615342"
20260622,"leaky",4,3,"GSM615344"
20260622,"leaky",4,3,"GSM615351"
20260622,"leaky",4,3,"GSM615352"
20260622,"leaky",4,3,"GSM615355"
20260622,"leaky",4,3,"GSM615356"
20260622,"leaky",4,3,"GSM615357"
20260622,"leaky",4,3,"GSM615359"
20260622,"leaky",4,3,"GSM615361"
20260622,"leaky",4,3,"GSM615362"
20260622,"leaky",4,3,"GSM615365"
20260622,"leaky",4,3,"GSM615385"
20260622,"leaky",4,3,"GSM615395"
20260622,"leaky",4,3,"GSM615397"
20260622,"leaky",4,3,"GSM615398"
20260622,"leaky",4,4,"GSM615103"
20260622,"leaky",4,4,"GSM615106"
20260622,"leaky",4,4,"GSM615110"
20260622,"leaky",4,4,"GSM615112"
20260622,"leaky",4,4,"GSM615116"
20260622,"leaky",4,4,"GSM615117"
20260622,"leaky",4,4,"GSM615124"
20260622,"leaky",4,4,"GSM615125"
20260622,"leaky",4,4,"GSM615128"
20260622,"leaky",4,4,"GSM615138"
20260622,"leaky",4,4,"GSM615139"
20260622,"leaky",4,4,"GSM615146"
20260622,"leaky",4,4,"GSM615147"
20260622,"leaky",4,4,"GSM615150"
20260622,"leaky",4,4,"GSM615156"
20260622,"leaky",4,4,"GSM615160"
20260622,"leaky",4,4,"GSM615162"
20260622,"leaky",4,4,"GSM615174"
20260622,"leaky",4,4,"GSM615178"
20260622,"leaky",4,4,"GSM615180"
20260622,"leaky",4,4,"GSM615185"
20260622,"leaky",4,4,"GSM615194"
20260622,"leaky",4,4,"GSM615197"
20260622,"leaky",4,4,"GSM615204"
20260622,"leaky",4,4,"GSM615206"
20260622,"leaky",4,4,"GSM615208"
20260622,"leaky",4,4,"GSM615209"
20260622,"leaky",4,4,"GSM615211"
20260622,"leaky",4,4,"GSM615218"
20260622,"leaky",4,4,"GSM615220"
20260622,"leaky",4,4,"GSM615230"
20260622,"leaky",4,4,"GSM615240"
20260622,"leaky",4,4,"GSM615245"
20260622,"leaky",4,4,"GSM615250"
20260622,"leaky",4,4,"GSM615253"
20260622,"leaky",4,4,"GSM615254"
20260622,"leaky",4,4,"GSM615257"
20260622,"leaky",4,4,"GSM615262"
20260622,"leaky",4,4,"GSM615263"
20260622,"leaky",4,4,"GSM615273"
20260622,"leaky",4,4,"GSM615274"
20260622,"leaky",4,4,"GSM615284"
20260622,"leaky",4,4,"GSM615290"
20260622,"leaky",4,4,"GSM615298"
20260622,"leaky",4,4,"GSM615316"
20260622,"leaky",4,4,"GSM615317"
20260622,"leaky",4,4,"GSM615318"
20260622,"leaky",4,4,"GSM615327"
20260622,"leaky",4,4,"GSM615337"
20260622,"leaky",4,4,"GSM615340"
20260622,"leaky",4,4,"GSM615345"
20260622,"leaky",4,4,"GSM615363"
20260622,"leaky",4,4,"GSM615368"
20260622,"leaky",4,4,"GSM615374"
20260622,"leaky",4,4,"GSM615376"
20260622,"leaky",4,4,"GSM615379"
20260622,"leaky",4,4,"GSM615386"
20260622,"leaky",4,4,"GSM615388"
20260622,"leaky",4,4,"GSM615394"
20260622,"leaky",4,4,"GSM615399"
20260622,"leaky",4,4,"GSM615405"
20260622,"leaky",4,5,"GSM615097"
20260622,"leaky",4,5,"GSM615100"
20260622,"leaky",4,5,"GSM615113"
20260622,"leaky",4,5,"GSM615115"
20260622,"leaky",4,5,"GSM615120"
20260622,"leaky",4,5,"GSM615132"
20260622,"leaky",4,5,"GSM615134"
20260622,"leaky",4,5,"GSM615143"
20260622,"leaky",4,5,"GSM615144"
20260622,"leaky",4,5,"GSM615152"
20260622,"leaky",4,5,"GSM615154"
20260622,"leaky",4,5,"GSM615157"
20260622,"leaky",4,5,"GSM615159"
20260622,"leaky",4,5,"GSM615171"
20260622,"leaky",4,5,"GSM615172"
20260622,"leaky",4,5,"GSM615179"
20260622,"leaky",4,5,"GSM615181"
20260622,"leaky",4,5,"GSM615183"
20260622,"leaky",4,5,"GSM615195"
20260622,"leaky",4,5,"GSM615200"
20260622,"leaky",4,5,"GSM615212"
20260622,"leaky",4,5,"GSM615217"
20260622,"leaky",4,5,"GSM615219"
20260622,"leaky",4,5,"GSM615223"
20260622,"leaky",4,5,"GSM615228"
20260622,"leaky",4,5,"GSM615231"
20260622,"leaky",4,5,"GSM615232"
20260622,"leaky",4,5,"GSM615237"
20260622,"leaky",4,5,"GSM615239"
20260622,"leaky",4,5,"GSM615242"
20260622,"leaky",4,5,"GSM615249"
20260622,"leaky",4,5,"GSM615256"
20260622,"leaky",4,5,"GSM615259"
20260622,"leaky",4,5,"GSM615264"
20260622,"leaky",4,5,"GSM615268"
20260622,"leaky",4,5,"GSM615269"
20260622,"leaky",4,5,"GSM615271"
20260622,"leaky",4,5,"GSM615275"
20260622,"leaky",4,5,"GSM615276"
20260622,"leaky",4,5,"GSM615277"
20260622,"leaky",4,5,"GSM615281"
20260622,"leaky",4,5,"GSM615283"
20260622,"leaky",4,5,"GSM615288"
20260622,"leaky",4,5,"GSM615297"
20260622,"leaky",4,5,"GSM615311"
20260622,"leaky",4,5,"GSM615312"
20260622,"leaky",4,5,"GSM615315"
20260622,"leaky",4,5,"GSM615324"
20260622,"leaky",4,5,"GSM615328"
20260622,"leaky",4,5,"GSM615331"
20260622,"leaky",4,5,"GSM615335"
20260622,"leaky",4,5,"GSM615343"
20260622,"leaky",4,5,"GSM615346"
20260622,"leaky",4,5,"GSM615350"
20260622,"leaky",4,5,"GSM615360"
20260622,"leaky",4,5,"GSM615370"
20260622,"leaky",4,5,"GSM615375"
20260622,"leaky",4,5,"GSM615380"
20260622,"leaky",4,5,"GSM615381"
20260622,"leaky",4,5,"GSM615384"
20260622,"leaky",4,5,"GSM615393"
20260622,"leaky",4,5,"GSM615404"
20260622,"leaky",5,1,"GSM615100"
20260622,"leaky",5,1,"GSM615104"
20260622,"leaky",5,1,"GSM615115"
20260622,"leaky",5,1,"GSM615128"
20260622,"leaky",5,1,"GSM615129"
20260622,"leaky",5,1,"GSM615131"
20260622,"leaky",5,1,"GSM615132"
20260622,"leaky",5,1,"GSM615139"
20260622,"leaky",5,1,"GSM615143"
20260622,"leaky",5,1,"GSM615147"
20260622,"leaky",5,1,"GSM615148"
20260622,"leaky",5,1,"GSM615151"
20260622,"leaky",5,1,"GSM615155"
20260622,"leaky",5,1,"GSM615156"
20260622,"leaky",5,1,"GSM615166"
20260622,"leaky",5,1,"GSM615167"
20260622,"leaky",5,1,"GSM615186"
20260622,"leaky",5,1,"GSM615189"
20260622,"leaky",5,1,"GSM615193"
20260622,"leaky",5,1,"GSM615195"
20260622,"leaky",5,1,"GSM615196"
20260622,"leaky",5,1,"GSM615200"
20260622,"leaky",5,1,"GSM615207"
20260622,"leaky",5,1,"GSM615220"
20260622,"leaky",5,1,"GSM615222"
20260622,"leaky",5,1,"GSM615225"
20260622,"leaky",5,1,"GSM615226"
20260622,"leaky",5,1,"GSM615237"
20260622,"leaky",5,1,"GSM615241"
20260622,"leaky",5,1,"GSM615242"
20260622,"leaky",5,1,"GSM615243"
20260622,"leaky",5,1,"GSM615247"
20260622,"leaky",5,1,"GSM615250"
20260622,"leaky",5,1,"GSM615265"
20260622,"leaky",5,1,"GSM615266"
20260622,"leaky",5,1,"GSM615274"
20260622,"leaky",5,1,"GSM615275"
20260622,"leaky",5,1,"GSM615277"
20260622,"leaky",5,1,"GSM615294"
20260622,"leaky",5,1,"GSM615302"
20260622,"leaky",5,1,"GSM615304"
20260622,"leaky",5,1,"GSM615307"
20260622,"leaky",5,1,"GSM615314"
20260622,"leaky",5,1,"GSM615316"
20260622,"leaky",5,1,"GSM615319"
20260622,"leaky",5,1,"GSM615325"
20260622,"leaky",5,1,"GSM615330"
20260622,"leaky",5,1,"GSM615338"
20260622,"leaky",5,1,"GSM615340"
20260622,"leaky",5,1,"GSM615348"
20260622,"leaky",5,1,"GSM615352"
20260622,"leaky",5,1,"GSM615354"
20260622,"leaky",5,1,"GSM615364"
20260622,"leaky",5,1,"GSM615370"
