"repeat_id","outer_seed","outer_fold","sample_id"
8,20260627,4,"GSM615157"
8,20260627,4,"GSM615168"
8,20260627,4,"GSM615170"
8,20260627,4,"GSM615172"
8,20260627,4,"GSM615174"
8,20260627,4,"GSM615176"
8,20260627,4,"GSM615177"
8,20260627,4,"GSM615184"
8,20260627,4,"GSM615185"
8,20260627,4,"GSM615209"
8,20260627,4,"GSM615210"
8,20260627,4,"GSM615213"
8,20260627,4,"GSM615215"
8,20260627,4,"GSM615218"
8,20260627,4,"GSM615223"
8,20260627,4,"GSM615224"
8,20260627,4,"GSM615236"
8,20260627,4,"GSM615244"
8,20260627,4,"GSM615248"
8,20260627,4,"GSM615252"
8,20260627,4,"GSM615254"
8,20260627,4,"GSM615255"
8,20260627,4,"GSM615271"
8,20260627,4,"GSM615272"
8,20260627,4,"GSM615279"
8,20260627,4,"GSM615292"
8,20260627,4,"GSM615300"
8,20260627,4,"GSM615308"
8,20260627,4,"GSM615310"
8,20260627,4,"GSM615312"
8,20260627,4,"GSM615315"
8,20260627,4,"GSM615318"
8,20260627,4,"GSM615328"
8,20260627,4,"GSM615334"
8,20260627,4,"GSM615337"
8,20260627,4,"GSM615343"
8,20260627,4,"GSM615347"
8,20260627,4,"GSM615357"
8,20260627,4,"GSM615365"
8,20260627,4,"GSM615371"
8,20260627,4,"GSM615373"
8,20260627,4,"GSM615374"
8,20260627,4,"GSM615380"
8,20260627,4,"GSM615382"
8,20260627,4,"GSM615387"
8,20260627,4,"GSM615389"
8,20260627,4,"GSM615393"
8,20260627,4,"GSM615398"
8,20260627,4,"GSM615405"
8,20260627,5,"GSM615096"
8,20260627,5,"GSM615112"
8,20260627,5,"GSM615114"
8,20260627,5,"GSM615117"
8,20260627,5,"GSM615121"
8,20260627,5,"GSM615122"
8,20260627,5,"GSM615124"
8,20260627,5,"GSM615138"
8,20260627,5,"GSM615142"
8,20260627,5,"GSM615152"
8,20260627,5,"GSM615161"
8,20260627,5,"GSM615165"
8,20260627,5,"GSM615171"
8,20260627,5,"GSM615180"
8,20260627,5,"GSM615190"
8,20260627,5,"GSM615191"
8,20260627,5,"GSM615194"
8,20260627,5,"GSM615197"
8,20260627,5,"GSM615202"
8,20260627,5,"GSM615212"
8,20260627,5,"GSM615214"
8,20260627,5,"GSM615219"
8,20260627,5,"GSM615228"
8,20260627,5,"GSM615230"
8,20260627,5,"GSM615231"
8,20260627,5,"GSM615238"
8,20260627,5,"GSM615239"
8,20260627,5,"GSM615251"
8,20260627,5,"GSM615257"
8,20260627,5,"GSM615260"
8,20260627,5,"GSM615262"
8,20260627,5,"GSM615270"
8,20260627,5,"GSM615276"
8,20260627,5,"GSM615281"
8,20260627,5,"GSM615285"
8,20260627,5,"GSM615290"
8,20260627,5,"GSM615291"
8,20260627,5,"GSM615297"
8,20260627,5,"GSM615298"
8,20260627,5,"GSM615303"
8,20260627,5,"GSM615305"
8,20260627,5,"GSM615313"
8,20260627,5,"GSM615320"
8,20260627,5,"GSM615321"
8,20260627,5,"GSM615322"
8,20260627,5,"GSM615324"
8,20260627,5,"GSM615327"
8,20260627,5,"GSM615331"
8,20260627,5,"GSM615332"
8,20260627,5,"GSM615335"
8,20260627,5,"GSM615341"
8,20260627,5,"GSM615342"
8,20260627,5,"GSM615358"
8,20260627,5,"GSM615363"
8,20260627,5,"GSM615367"
8,20260627,5,"GSM615368"
8,20260627,5,"GSM615372"
8,20260627,5,"GSM615375"
8,20260627,5,"GSM615379"
8,20260627,5,"GSM615381"
8,20260627,5,"GSM615388"
8,20260627,5,"GSM615395"
9,20260628,1,"GSM615097"
9,20260628,1,"GSM615113"
9,20260628,1,"GSM615117"
9,20260628,1,"GSM615120"
9,20260628,1,"GSM615126"
9,20260628,1,"GSM615127"
9,20260628,1,"GSM615134"
9,20260628,1,"GSM615135"
9,20260628,1,"GSM615137"
9,20260628,1,"GSM615147"
9,20260628,1,"GSM615155"
9,20260628,1,"GSM615156"
9,20260628,1,"GSM615157"
9,20260628,1,"GSM615169"
9,20260628,1,"GSM615170"
9,20260628,1,"GSM615175"
9,20260628,1,"GSM615176"
9,20260628,1,"GSM615178"
9,20260628,1,"GSM615181"
9,20260628,1,"GSM615182"
9,20260628,1,"GSM615183"
9,20260628,1,"GSM615187"
9,20260628,1,"GSM615198"
9,20260628,1,"GSM615201"
9,20260628,1,"GSM615202"
9,20260628,1,"GSM615203"
9,20260628,1,"GSM615204"
9,20260628,1,"GSM615206"
9,20260628,1,"GSM615207"
9,20260628,1,"GSM615210"
9,20260628,1,"GSM615214"
9,20260628,1,"GSM615222"
9,20260628,1,"GSM615247"
9,20260628,1,"GSM615248"
9,20260628,1,"GSM615252"
9,20260628,1,"GSM615257"
9,20260628,1,"GSM615283"
9,20260628,1,"GSM615293"
9,20260628,1,"GSM615294"
9,20260628,1,"GSM615297"
9,20260628,1,"GSM615299"
9,20260628,1,"GSM615300"
9,20260628,1,"GSM615305"
9,20260628,1,"GSM615311"
9,20260628,1,"GSM615314"
9,20260628,1,"GSM615323"
9,20260628,1,"GSM615325"
9,20260628,1,"GSM615334"
9,20260628,1,"GSM615343"
9,20260628,1,"GSM615347"
9,20260628,1,"GSM615349"
9,20260628,1,"GSM615351"
9,20260628,1,"GSM615352"
9,20260628,1,"GSM615353"
9,20260628,1,"GSM615362"
9,20260628,1,"GSM615383"
9,20260628,1,"GSM615389"
9,20260628,1,"GSM615390"
9,20260628,1,"GSM615392"
9,20260628,1,"GSM615397"
9,20260628,1,"GSM615399"
9,20260628,1,"GSM615405"
9,20260628,2,"GSM615098"
9,20260628,2,"GSM615099"
9,20260628,2,"GSM615125"
9,20260628,2,"GSM615129"
9,20260628,2,"GSM615133"
9,20260628,2,"GSM615136"
9,20260628,2,"GSM615146"
9,20260628,2,"GSM615151"
9,20260628,2,"GSM615160"
9,20260628,2,"GSM615168"
9,20260628,2,"GSM615172"
9,20260628,2,"GSM615174"
9,20260628,2,"GSM615195"
9,20260628,2,"GSM615197"
9,20260628,2,"GSM615215"
9,20260628,2,"GSM615217"
9,20260628,2,"GSM615218"
9,20260628,2,"GSM615221"
9,20260628,2,"GSM615223"
9,20260628,2,"GSM615226"
9,20260628,2,"GSM615228"
9,20260628,2,"GSM615230"
9,20260628,2,"GSM615235"
9,20260628,2,"GSM615236"
9,20260628,2,"GSM615241"
9,20260628,2,"GSM615254"
9,20260628,2,"GSM615255"
9,20260628,2,"GSM615261"
9,20260628,2,"GSM615263"
9,20260628,2,"GSM615264"
9,20260628,2,"GSM615266"
9,20260628,2,"GSM615267"
9,20260628,2,"GSM615284"
9,20260628,2,"GSM615285"
9,20260628,2,"GSM615295"
9,20260628,2,"GSM615315"
9,20260628,2,"GSM615317"
9,20260628,2,"GSM615319"
9,20260628,2,"GSM615320"
9,20260628,2,"GSM615330"
9,20260628,2,"GSM615331"
9,20260628,2,"GSM615332"
9,20260628,2,"GSM615333"
9,20260628,2,"GSM615336"
9,20260628,2,"GSM615339"
9,20260628,2,"GSM615345"
9,20260628,2,"GSM615348"
9,20260628,2,"GSM615354"
9,20260628,2,"GSM615361"
9,20260628,2,"GSM615365"
9,20260628,2,"GSM615366"
9,20260628,2,"GSM615370"
9,20260628,2,"GSM615371"
9,20260628,2,"GSM615372"
9,20260628,2,"GSM615373"
9,20260628,2,"GSM615377"
9,20260628,2,"GSM615391"
9,20260628,2,"GSM615393"
9,20260628,2,"GSM615398"
9,20260628,2,"GSM615403"
9,20260628,3,"GSM615101"
9,20260628,3,"GSM615111"
9,20260628,3,"GSM615112"
9,20260628,3,"GSM615116"
9,20260628,3,"GSM615130"
9,20260628,3,"GSM615131"
9,20260628,3,"GSM615132"
9,20260628,3,"GSM615138"
9,20260628,3,"GSM615140"
9,20260628,3,"GSM615144"
9,20260628,3,"GSM615149"
9,20260628,3,"GSM615153"
9,20260628,3,"GSM615158"
9,20260628,3,"GSM615159"
9,20260628,3,"GSM615167"
9,20260628,3,"GSM615184"
9,20260628,3,"GSM615186"
9,20260628,3,"GSM615189"
9,20260628,3,"GSM615193"
9,20260628,3,"GSM615199"
9,20260628,3,"GSM615208"
9,20260628,3,"GSM615209"
9,20260628,3,"GSM615212"
9,20260628,3,"GSM615213"
9,20260628,3,"GSM615216"
9,20260628,3,"GSM615219"
9,20260628,3,"GSM615220"
9,20260628,3,"GSM615224"
9,20260628,3,"GSM615238"
9,20260628,3,"GSM615239"
9,20260628,3,"GSM615245"
9,20260628,3,"GSM615251"
9,20260628,3,"GSM615268"
9,20260628,3,"GSM615270"
9,20260628,3,"GSM615272"
9,20260628,3,"GSM615274"
9,20260628,3,"GSM615275"
9,20260628,3,"GSM615281"
9,20260628,3,"GSM615282"
9,20260628,3,"GSM615286"
9,20260628,3,"GSM615287"
9,20260628,3,"GSM615289"
9,20260628,3,"GSM615290"
9,20260628,3,"GSM615291"
9,20260628,3,"GSM615298"
9,20260628,3,"GSM615301"
9,20260628,3,"GSM615316"
9,20260628,3,"GSM615326"
9,20260628,3,"GSM615328"
9,20260628,3,"GSM615338"
9,20260628,3,"GSM615340"
9,20260628,3,"GSM615341"
9,20260628,3,"GSM615342"
9,20260628,3,"GSM615360"
9,20260628,3,"GSM615364"
9,20260628,3,"GSM615374"
9,20260628,3,"GSM615375"
9,20260628,3,"GSM615381"
9,20260628,3,"GSM615382"
9,20260628,3,"GSM615388"
9,20260628,3,"GSM615402"
9,20260628,4,"GSM615100"
9,20260628,4,"GSM615102"
9,20260628,4,"GSM615103"
9,20260628,4,"GSM615108"
9,20260628,4,"GSM615109"
9,20260628,4,"GSM615114"
9,20260628,4,"GSM615121"
9,20260628,4,"GSM615122"
9,20260628,4,"GSM615123"
9,20260628,4,"GSM615141"
9,20260628,4,"GSM615143"
9,20260628,4,"GSM615148"
9,20260628,4,"GSM615152"
9,20260628,4,"GSM615154"
9,20260628,4,"GSM615164"
9,20260628,4,"GSM615165"
9,20260628,4,"GSM615173"
9,20260628,4,"GSM615177"
9,20260628,4,"GSM615179"
9,20260628,4,"GSM615180"
9,20260628,4,"GSM615188"
9,20260628,4,"GSM615190"
9,20260628,4,"GSM615194"
9,20260628,4,"GSM615205"
9,20260628,4,"GSM615211"
9,20260628,4,"GSM615234"
9,20260628,4,"GSM615237"
9,20260628,4,"GSM615243"
9,20260628,4,"GSM615246"
9,20260628,4,"GSM615265"
9,20260628,4,"GSM615269"
9,20260628,4,"GSM615273"
9,20260628,4,"GSM615278"
9,20260628,4,"GSM615279"
9,20260628,4,"GSM615280"
9,20260628,4,"GSM615288"
9,20260628,4,"GSM615292"
9,20260628,4,"GSM615302"
9,20260628,4,"GSM615303"
9,20260628,4,"GSM615304"
9,20260628,4,"GSM615309"
9,20260628,4,"GSM615312"
9,20260628,4,"GSM615322"
9,20260628,4,"GSM615324"
9,20260628,4,"GSM615327"
9,20260628,4,"GSM615335"
9,20260628,4,"GSM615337"
9,20260628,4,"GSM615344"
9,20260628,4,"GSM615346"
9,20260628,4,"GSM615350"
9,20260628,4,"GSM615357"
9,20260628,4,"GSM615358"
9,20260628,4,"GSM615359"
9,20260628,4,"GSM615378"
9,20260628,4,"GSM615380"
9,20260628,4,"GSM615384"
9,20260628,4,"GSM615387"
9,20260628,4,"GSM615394"
9,20260628,4,"GSM615395"
9,20260628,4,"GSM615400"
9,20260628,4,"GSM615401"
9,20260628,4,"GSM615404"
9,20260628,5,"GSM615096"
9,20260628,5,"GSM615104"
9,20260628,5,"GSM615106"
9,20260628,5,"GSM615107"
9,20260628,5,"GSM615110"
9,20260628,5,"GSM615115"
9,20260628,5,"GSM615124"
9,20260628,5,"GSM615128"
9,20260628,5,"GSM615139"
9,20260628,5,"GSM615142"
9,20260628,5,"GSM615145"
9,20260628,5,"GSM615150"
9,20260628,5,"GSM615161"
9,20260628,5,"GSM615162"
9,20260628,5,"GSM615166"
9,20260628,5,"GSM615171"
9,20260628,5,"GSM615185"
9,20260628,5,"GSM615191"
9,20260628,5,"GSM615192"
9,20260628,5,"GSM615196"
9,20260628,5,"GSM615200"
9,20260628,5,"GSM615225"
9,20260628,5,"GSM615227"
9,20260628,5,"GSM615229"
9,20260628,5,"GSM615231"
9,20260628,5,"GSM615232"
9,20260628,5,"GSM615233"
9,20260628,5,"GSM615240"
9,20260628,5,"GSM615242"
9,20260628,5,"GSM615244"
9,20260628,5,"GSM615249"
9,20260628,5,"GSM615250"
9,20260628,5,"GSM615253"
9,20260628,5,"GSM615256"
9,20260628,5,"GSM615258"
9,20260628,5,"GSM615259"
9,20260628,5,"GSM615260"
9,20260628,5,"GSM615262"
9,20260628,5,"GSM615271"
9,20260628,5,"GSM615276"
9,20260628,5,"GSM615277"
9,20260628,5,"GSM615296"
9,20260628,5,"GSM615306"
9,20260628,5,"GSM615307"
9,20260628,5,"GSM615308"
9,20260628,5,"GSM615310"
9,20260628,5,"GSM615313"
9,20260628,5,"GSM615318"
9,20260628,5,"GSM615321"
9,20260628,5,"GSM615329"
9,20260628,5,"GSM615355"
9,20260628,5,"GSM615356"
9,20260628,5,"GSM615363"
9,20260628,5,"GSM615367"
9,20260628,5,"GSM615368"
9,20260628,5,"GSM615369"
9,20260628,5,"GSM615376"
9,20260628,5,"GSM615379"
9,20260628,5,"GSM615385"
9,20260628,5,"GSM615386"
9,20260628,5,"GSM615396"
10,20260629,1,"GSM615109"
10,20260629,1,"GSM615114"
10,20260629,1,"GSM615117"
10,20260629,1,"GSM615121"
10,20260629,1,"GSM615122"
10,20260629,1,"GSM615135"
10,20260629,1,"GSM615143"
10,20260629,1,"GSM615158"
10,20260629,1,"GSM615160"
10,20260629,1,"GSM615161"
10,20260629,1,"GSM615165"
10,20260629,1,"GSM615173"
10,20260629,1,"GSM615175"
10,20260629,1,"GSM615177"
10,20260629,1,"GSM615184"
10,20260629,1,"GSM615188"
10,20260629,1,"GSM615191"
10,20260629,1,"GSM615194"
10,20260629,1,"GSM615200"
10,20260629,1,"GSM615203"
10,20260629,1,"GSM615210"
10,20260629,1,"GSM615214"
10,20260629,1,"GSM615215"
10,20260629,1,"GSM615217"
10,20260629,1,"GSM615218"
10,20260629,1,"GSM615219"
10,20260629,1,"GSM615225"
10,20260629,1,"GSM615233"
10,20260629,1,"GSM615237"
10,20260629,1,"GSM615238"
10,20260629,1,"GSM615239"
10,20260629,1,"GSM615244"
10,20260629,1,"GSM615254"
10,20260629,1,"GSM615259"
10,20260629,1,"GSM615260"
10,20260629,1,"GSM615263"
10,20260629,1,"GSM615271"
10,20260629,1,"GSM615274"
10,20260629,1,"GSM615275"
10,20260629,1,"GSM615277"
10,20260629,1,"GSM615278"
10,20260629,1,"GSM615290"
10,20260629,1,"GSM615293"
10,20260629,1,"GSM615295"
10,20260629,1,"GSM615299"
10,20260629,1,"GSM615301"
10,20260629,1,"GSM615303"
10,20260629,1,"GSM615312"
10,20260629,1,"GSM615313"
10,20260629,1,"GSM615328"
10,20260629,1,"GSM615329"
10,20260629,1,"GSM615334"
10,20260629,1,"GSM615336"
10,20260629,1,"GSM615351"
10,20260629,1,"GSM615358"
10,20260629,1,"GSM615361"
10,20260629,1,"GSM615363"
10,20260629,1,"GSM615371"
10,20260629,1,"GSM615372"
10,20260629,1,"GSM615385"
10,20260629,1,"GSM615386"
10,20260629,1,"GSM615396"
10,20260629,2,"GSM615096"
10,20260629,2,"GSM615097"
10,20260629,2,"GSM615106"
10,20260629,2,"GSM615107"
10,20260629,2,"GSM615108"
10,20260629,2,"GSM615111"
10,20260629,2,"GSM615113"
10,20260629,2,"GSM615123"
10,20260629,2,"GSM615125"
10,20260629,2,"GSM615126"
10,20260629,2,"GSM615130"
10,20260629,2,"GSM615134"
10,20260629,2,"GSM615140"
10,20260629,2,"GSM615145"
10,20260629,2,"GSM615148"
10,20260629,2,"GSM615150"
10,20260629,2,"GSM615167"
10,20260629,2,"GSM615172"
10,20260629,2,"GSM615174"
10,20260629,2,"GSM615187"
10,20260629,2,"GSM615189"
10,20260629,2,"GSM615201"
10,20260629,2,"GSM615202"
10,20260629,2,"GSM615204"
10,20260629,2,"GSM615216"
10,20260629,2,"GSM615228"
10,20260629,2,"GSM615230"
10,20260629,2,"GSM615231"
10,20260629,2,"GSM615242"
10,20260629,2,"GSM615250"
10,20260629,2,"GSM615261"
10,20260629,2,"GSM615264"
10,20260629,2,"GSM615267"
10,20260629,2,"GSM615273"
10,20260629,2,"GSM615279"
10,20260629,2,"GSM615281"
10,20260629,2,"GSM615288"
10,20260629,2,"GSM615294"
10,20260629,2,"GSM615296"
10,20260629,2,"GSM615304"
10,20260629,2,"GSM615311"
10,20260629,2,"GSM615315"
10,20260629,2,"GSM615318"
10,20260629,2,"GSM615331"
10,20260629,2,"GSM615341"
10,20260629,2,"GSM615342"
10,20260629,2,"GSM615346"
10,20260629,2,"GSM615347"
10,20260629,2,"GSM615348"
10,20260629,2,"GSM615349"
10,20260629,2,"GSM615369"
10,20260629,2,"GSM615375"
10,20260629,2,"GSM615379"
10,20260629,2,"GSM615381"
10,20260629,2,"GSM615383"
10,20260629,2,"GSM615384"
10,20260629,2,"GSM615387"
10,20260629,2,"GSM615390"
10,20260629,2,"GSM615391"
10,20260629,2,"GSM615404"
10,20260629,2,"GSM615405"
10,20260629,3,"GSM615098"
10,20260629,3,"GSM615112"
10,20260629,3,"GSM615115"
10,20260629,3,"GSM615120"
10,20260629,3,"GSM615127"
10,20260629,3,"GSM615128"
10,20260629,3,"GSM615133"
10,20260629,3,"GSM615136"
10,20260629,3,"GSM615137"
10,20260629,3,"GSM615164"
10,20260629,3,"GSM615166"
10,20260629,3,"GSM615168"
10,20260629,3,"GSM615171"
10,20260629,3,"GSM615176"
10,20260629,3,"GSM615178"
10,20260629,3,"GSM615186"
10,20260629,3,"GSM615195"
10,20260629,3,"GSM615198"
10,20260629,3,"GSM615205"
10,20260629,3,"GSM615206"
10,20260629,3,"GSM615207"
10,20260629,3,"GSM615209"
10,20260629,3,"GSM615211"
10,20260629,3,"GSM615213"
10,20260629,3,"GSM615223"
10,20260629,3,"GSM615226"
10,20260629,3,"GSM615227"
10,20260629,3,"GSM615229"
10,20260629,3,"GSM615234"
10,20260629,3,"GSM615236"
10,20260629,3,"GSM615252"
10,20260629,3,"GSM615255"
10,20260629,3,"GSM615256"
10,20260629,3,"GSM615257"
10,20260629,3,"GSM615265"
10,20260629,3,"GSM615268"
10,20260629,3,"GSM615270"
10,20260629,3,"GSM615272"
10,20260629,3,"GSM615276"
10,20260629,3,"GSM615298"
10,20260629,3,"GSM615307"
10,20260629,3,"GSM615319"
10,20260629,3,"GSM615321"
10,20260629,3,"GSM615330"
10,20260629,3,"GSM615332"
10,20260629,3,"GSM615333"
10,20260629,3,"GSM615338"
10,20260629,3,"GSM615352"
10,20260629,3,"GSM615355"
10,20260629,3,"GSM615359"
10,20260629,3,"GSM615360"
10,20260629,3,"GSM615362"
10,20260629,3,"GSM615366"
10,20260629,3,"GSM615367"
10,20260629,3,"GSM615376"
10,20260629,3,"GSM615378"
10,20260629,3,"GSM615380"
10,20260629,3,"GSM615382"
10,20260629,3,"GSM615392"
10,20260629,3,"GSM615399"
10,20260629,3,"GSM615400"
10,20260629,3,"GSM615402"
10,20260629,4,"GSM615099"
10,20260629,4,"GSM615100"
10,20260629,4,"GSM615102"
10,20260629,4,"GSM615104"
10,20260629,4,"GSM615110"
10,20260629,4,"GSM615124"
10,20260629,4,"GSM615129"
10,20260629,4,"GSM615132"
10,20260629,4,"GSM615138"
10,20260629,4,"GSM615139"
10,20260629,4,"GSM615141"
10,20260629,4,"GSM615144"
10,20260629,4,"GSM615147"
10,20260629,4,"GSM615149"
10,20260629,4,"GSM615151"
10,20260629,4,"GSM615153"
10,20260629,4,"GSM615159"
10,20260629,4,"GSM615182"
10,20260629,4,"GSM615199"
10,20260629,4,"GSM615221"
10,20260629,4,"GSM615222"
10,20260629,4,"GSM615241"
10,20260629,4,"GSM615251"
10,20260629,4,"GSM615253"
10,20260629,4,"GSM615262"
10,20260629,4,"GSM615266"
10,20260629,4,"GSM615282"
10,20260629,4,"GSM615284"
10,20260629,4,"GSM615289"
10,20260629,4,"GSM615291"
10,20260629,4,"GSM615292"
10,20260629,4,"GSM615297"
10,20260629,4,"GSM615300"
10,20260629,4,"GSM615302"
10,20260629,4,"GSM615305"
10,20260629,4,"GSM615306"
10,20260629,4,"GSM615308"
10,20260629,4,"GSM615309"
10,20260629,4,"GSM615317"
10,20260629,4,"GSM615320"
10,20260629,4,"GSM615323"
10,20260629,4,"GSM615325"
10,20260629,4,"GSM615326"
10,20260629,4,"GSM615335"
10,20260629,4,"GSM615337"
10,20260629,4,"GSM615339"
10,20260629,4,"GSM615344"
10,20260629,4,"GSM615345"
10,20260629,4,"GSM615353"
10,20260629,4,"GSM615357"
10,20260629,4,"GSM615368"
10,20260629,4,"GSM615370"
10,20260629,4,"GSM615373"
10,20260629,4,"GSM615374"
10,20260629,4,"GSM615377"
10,20260629,4,"GSM615388"
10,20260629,4,"GSM615393"
10,20260629,4,"GSM615394"
10,20260629,4,"GSM615398"
10,20260629,4,"GSM615403"
10,20260629,5,"GSM615101"
10,20260629,5,"GSM615103"
10,20260629,5,"GSM615116"
10,20260629,5,"GSM615131"
10,20260629,5,"GSM615142"
10,20260629,5,"GSM615146"
10,20260629,5,"GSM615152"
10,20260629,5,"GSM615154"
10,20260629,5,"GSM615155"
10,20260629,5,"GSM615156"
10,20260629,5,"GSM615157"
10,20260629,5,"GSM615162"
10,20260629,5,"GSM615169"
10,20260629,5,"GSM615170"
10,20260629,5,"GSM615179"
10,20260629,5,"GSM615180"
10,20260629,5,"GSM615181"
10,20260629,5,"GSM615183"
10,20260629,5,"GSM615185"
10,20260629,5,"GSM615190"
10,20260629,5,"GSM615192"
10,20260629,5,"GSM615193"
10,20260629,5,"GSM615196"
10,20260629,5,"GSM615197"
10,20260629,5,"GSM615208"
10,20260629,5,"GSM615212"
10,20260629,5,"GSM615220"
10,20260629,5,"GSM615224"
10,20260629,5,"GSM615232"
10,20260629,5,"GSM615235"
10,20260629,5,"GSM615240"
10,20260629,5,"GSM615243"
10,20260629,5,"GSM615245"
10,20260629,5,"GSM615246"
10,20260629,5,"GSM615247"
10,20260629,5,"GSM615248"
10,20260629,5,"GSM615249"
10,20260629,5,"GSM615258"
10,20260629,5,"GSM615269"
10,20260629,5,"GSM615280"
10,20260629,5,"GSM615283"
10,20260629,5,"GSM615285"
10,20260629,5,"GSM615286"
10,20260629,5,"GSM615287"
10,20260629,5,"GSM615310"
10,20260629,5,"GSM615314"
10,20260629,5,"GSM615316"
10,20260629,5,"GSM615322"
10,20260629,5,"GSM615324"
10,20260629,5,"GSM615327"
10,20260629,5,"GSM615340"
10,20260629,5,"GSM615343"
10,20260629,5,"GSM615350"
10,20260629,5,"GSM615354"
10,20260629,5,"GSM615356"
10,20260629,5,"GSM615364"
10,20260629,5,"GSM615365"
10,20260629,5,"GSM615389"
10,20260629,5,"GSM615395"
10,20260629,5,"GSM615397"
10,20260629,5,"GSM615401"
11,20260630,1,"GSM615102"
11,20260630,1,"GSM615107"
11,20260630,1,"GSM615108"
11,20260630,1,"GSM615109"
11,20260630,1,"GSM615121"
11,20260630,1,"GSM615122"
11,20260630,1,"GSM615123"
11,20260630,1,"GSM615125"
11,20260630,1,"GSM615129"
11,20260630,1,"GSM615132"
11,20260630,1,"GSM615133"
11,20260630,1,"GSM615134"
11,20260630,1,"GSM615135"
11,20260630,1,"GSM615144"
11,20260630,1,"GSM615145"
11,20260630,1,"GSM615147"
11,20260630,1,"GSM615150"
11,20260630,1,"GSM615156"
11,20260630,1,"GSM615161"
11,20260630,1,"GSM615164"
11,20260630,1,"GSM615176"
11,20260630,1,"GSM615177"
11,20260630,1,"GSM615179"
11,20260630,1,"GSM615185"
11,20260630,1,"GSM615187"
11,20260630,1,"GSM615192"
11,20260630,1,"GSM615193"
11,20260630,1,"GSM615198"
11,20260630,1,"GSM615200"
11,20260630,1,"GSM615202"
11,20260630,1,"GSM615203"
11,20260630,1,"GSM615207"
11,20260630,1,"GSM615212"
11,20260630,1,"GSM615223"
11,20260630,1,"GSM615233"
11,20260630,1,"GSM615235"
11,20260630,1,"GSM615251"
11,20260630,1,"GSM615253"
11,20260630,1,"GSM615255"
11,20260630,1,"GSM615260"
11,20260630,1,"GSM615273"
11,20260630,1,"GSM615286"
11,20260630,1,"GSM615291"
11,20260630,1,"GSM615294"
11,20260630,1,"GSM615296"
11,20260630,1,"GSM615310"
11,20260630,1,"GSM615321"
11,20260630,1,"GSM615328"
11,20260630,1,"GSM615330"
11,20260630,1,"GSM615340"
11,20260630,1,"GSM615353"
11,20260630,1,"GSM615358"
11,20260630,1,"GSM615362"
11,20260630,1,"GSM615364"
11,20260630,1,"GSM615367"
11,20260630,1,"GSM615375"
11,20260630,1,"GSM615379"
11,20260630,1,"GSM615380"
11,20260630,1,"GSM615387"
11,20260630,1,"GSM615394"
11,20260630,1,"GSM615398"
11,20260630,1,"GSM615405"
11,20260630,2,"GSM615103"
11,20260630,2,"GSM615114"
11,20260630,2,"GSM615131"
11,20260630,2,"GSM615140"
11,20260630,2,"GSM615141"
11,20260630,2,"GSM615142"
11,20260630,2,"GSM615143"
11,20260630,2,"GSM615146"
11,20260630,2,"GSM615148"
11,20260630,2,"GSM615151"
11,20260630,2,"GSM615154"
11,20260630,2,"GSM615159"
11,20260630,2,"GSM615162"
11,20260630,2,"GSM615168"
11,20260630,2,"GSM615170"
11,20260630,2,"GSM615172"
11,20260630,2,"GSM615184"
11,20260630,2,"GSM615194"
11,20260630,2,"GSM615199"
11,20260630,2,"GSM615208"
11,20260630,2,"GSM615210"
11,20260630,2,"GSM615216"
11,20260630,2,"GSM615219"
11,20260630,2,"GSM615222"
11,20260630,2,"GSM615226"
11,20260630,2,"GSM615230"
11,20260630,2,"GSM615232"
11,20260630,2,"GSM615236"
11,20260630,2,"GSM615244"
11,20260630,2,"GSM615252"
11,20260630,2,"GSM615270"
11,20260630,2,"GSM615275"
11,20260630,2,"GSM615276"
11,20260630,2,"GSM615278"
11,20260630,2,"GSM615279"
11,20260630,2,"GSM615283"
11,20260630,2,"GSM615287"
11,20260630,2,"GSM615293"
11,20260630,2,"GSM615297"
11,20260630,2,"GSM615298"
11,20260630,2,"GSM615302"
11,20260630,2,"GSM615303"
11,20260630,2,"GSM615306"
11,20260630,2,"GSM615314"
11,20260630,2,"GSM615319"
11,20260630,2,"GSM615334"
11,20260630,2,"GSM615337"
11,20260630,2,"GSM615338"
11,20260630,2,"GSM615341"
11,20260630,2,"GSM615349"
11,20260630,2,"GSM615351"
11,20260630,2,"GSM615356"
11,20260630,2,"GSM615359"
11,20260630,2,"GSM615360"
11,20260630,2,"GSM615363"
11,20260630,2,"GSM615373"
11,20260630,2,"GSM615376"
11,20260630,2,"GSM615381"
11,20260630,2,"GSM615385"
11,20260630,2,"GSM615397"
11,20260630,2,"GSM615404"
11,20260630,3,"GSM615100"
11,20260630,3,"GSM615104"
11,20260630,3,"GSM615111"
11,20260630,3,"GSM615116"
11,20260630,3,"GSM615117"
11,20260630,3,"GSM615126"
11,20260630,3,"GSM615127"
11,20260630,3,"GSM615128"
11,20260630,3,"GSM615137"
11,20260630,3,"GSM615152"
11,20260630,3,"GSM615157"
11,20260630,3,"GSM615166"
11,20260630,3,"GSM615180"
11,20260630,3,"GSM615189"
11,20260630,3,"GSM615190"
11,20260630,3,"GSM615195"
11,20260630,3,"GSM615204"
11,20260630,3,"GSM615205"
11,20260630,3,"GSM615209"
11,20260630,3,"GSM615211"
11,20260630,3,"GSM615213"
11,20260630,3,"GSM615214"
11,20260630,3,"GSM615217"
11,20260630,3,"GSM615224"
11,20260630,3,"GSM615231"
11,20260630,3,"GSM615241"
11,20260630,3,"GSM615242"
